cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
99,1783771078,0.352548,0.33879,0.689137,0.492709,0.847866,0.50774,0.4399,0.8363,0.9094,0.599783,1e-06,0.1423778204109197,0.8173653831363553,0.9324881026895107,0.8410498472623165,13.0,94.0,81.0,-0.007935848878520096,0.34007255956520044,0.08701533413905825
100,1783771085,0.350867,0.337866,0.689402,0.492742,0.847868,0.507857,0.4399,0.8362,0.9139,0.599955,1e-06,0.1423778204109197,0.8178498560248902,0.9328505556910771,0.8326227726078427,13.0,93.0,80.0,-0.001546398912849184,0.3399519916956403,0.08701533413905825
101,1783771093,0.351672,0.338308,0.689278,0.492727,0.847869,0.507797,0.4399,0.8361,0.9115,0.600083,1e-06,0.1423778204109197,0.8176240785182172,0.9326803261989784,0.8522917754373655,16.0,89.0,73.0,0.0007438780847042843,0.33983695418694815,0.08701533413905825
102,1783771100,0.351207,0.338053,0.689353,0.492737,0.847871,0.507827,0.44,0.8359,0.9057,0.599901,1e-06,0.1423778204109197,0.8177608922222412,0.9327820453710022,0.8817574961034188,17.0,90.0,73.0,-0.00042559721133849087,0.3400607879308637,0.08701533413905825
103,1783771108,0.351019,0.337949,0.689385,0.492741,0.847873,0.507837,0.4399,0.8358,0.9043,0.600138,1e-06,0.1423778204109197,0.8178188714069962,0.9328246438635779,0.8708718053648308,14.0,86.0,72.0,-0.0001714531022305499,0.33981041155160463,0.08701533413905825
104,1783771115,0.353396,0.339257,0.689014,0.492697,0.847875,0.507664,0.4399,0.8357,0.9033,0.600136,1e-06,0.1423778204109197,0.8171438316733494,0.9323174833317971,0.8568723516484293,13.0,92.0,79.0,0.0021936327123871146,0.3398034080861232,0.08701533413905825
105,1783771123,0.351857,0.33841,0.689258,0.492727,0.847877,0.507771,0.4399,0.8355,0.897,0.600195,1e-06,0.1423778204109197,0.8175875069530373,0.9326493641794336,0.8443713888369606,19.0,93.0,74.0,-0.0014156972376156978,0.33972748566028615,0.08701533413905825
106,1783771130,0.353071,0.339078,0.68907,0.492705,0.847879,0.507681,0.4399,0.8354,0.8948,0.600413,1e-06,0.1423778204109197,0.8172447109531453,0.9323913966422942,0.8535619191938852,15.0,93.0,78.0,0.0011212756507606918,0.33945839996220034,0.08701533413905825
107,1783771138,0.349983,0.337379,0.689557,0.492764,0.84788,0.507899,0.4399,0.8352,0.8945,0.600203,1e-06,0.1423778204109197,0.8181312179339204,0.9330554113715717,0.8617596765559907,12.0,95.0,83.0,-0.0028426954654516413,0.3396704399735402,0.08701533413905825
108,1783771145,0.351248,0.338075,0.689361,0.492741,0.847882,0.507806,0.4399,0.8351,0.8966,0.599932,1e-06,0.1423778204109197,0.8177736904865852,0.9327864052671975,0.8629432088043585,13.0,89.0,76.0,0.0011680387326278633,0.33999164798147813,0.08701533413905825
109,1783771153,0.351445,0.338184,0.689332,0.492738,0.847884,0.507789,0.4399,0.8349,0.8987,0.600166,1e-06,0.1423778204109197,0.817721361033369,0.9327463026028575,0.8452405836096524,14.0,92.0,78.0,0.0001837437114741541,0.3397506735870347,0.08701533413905825
110,1783771161,0.351862,0.338413,0.689268,0.492731,0.847886,0.507756,0.4399,0.8348,0.9001,0.600067,1e-06,0.1423778204109197,0.8176062338830982,0.9326591065676787,0.8715413242216792,13.0,99.0,86.0,0.0003862271893333373,0.33986261151092423,0.08701533413905825
111,1783771168,0.35033,0.337571,0.689511,0.49276,0.847887,0.507862,0.44,0.8347,0.9011,0.59991,1e-06,0.1423778204109197,0.8180477347867865,0.9329893864329132,0.8533990806167615,16.0,88.0,72.0,-0.001408606950793902,0.34005692805764687,0.08701533413905825
112,1783771176,0.352486,0.338756,0.689175,0.492721,0.847889,0.507706,0.44,0.8345,0.903,0.599896,1e-06,0.1423778204109197,0.8174358499376619,0.9325296318019533,0.845137168048401,15.0,92.0,77.0,0.0019886505504389976,0.3400995696403528,0.08701533413905825
113,1783771183,0.352474,0.33875,0.689179,0.492721,0.847891,0.507703,0.4399,0.8344,0.8978,0.600275,0.340549,0.1423778204109197,0.8174429846934268,0.9325341466520182,0.8516815667527311,9.0,89.0,80.0,-8.372255973044123e-06,0.33967239874824695,0.08701533413905825
114,1783771191,0.351917,0.338443,0.689267,0.492733,0.847893,0.50774,0.4399,0.8342,0.8942,0.600336,0.204329,0.1423778204109197,0.8176059741318402,0.9326555572508348,0.848761353238601,16.0,96.0,80.0,-0.0005111567400127048,0.3395666991237729,0.08701533413905825
115,1783771199,0.352563,0.338798,0.689168,0.492721,0.847894,0.507691,0.4399,0.8341,0.8962,0.600431,0.122597,0.1423778204109197,0.8174253757174151,0.932519281656655,0.8708178785477647,14.0,91.0,77.0,0.0005970975548799356,0.33942330938664095,0.08701533413905825
116,1783771207,0.352077,0.338531,0.689246,0.492731,0.847896,0.507723,0.4398,0.8339,0.8979,0.600672,0.073558,0.1423778204109197,0.8175680312458977,0.9326254511766061,0.8626909523680146,14.0,89.0,75.0,-0.00044575455196047415,0.3391050565706487,0.08701533413905825
117,1783771214,0.354759,0.340007,0.688827,0.492681,0.847898,0.507529,0.4397,0.8338,0.8999,0.600941,0.044135,0.1423778204109197,0.8168054393442884,0.9320526897417034,0.8462216962288173,13.0,87.0,74.0,0.002475987527087417,0.3387335595994541,0.08701533413905825
118,1783771222,0.348073,0.336329,0.68988,0.492809,0.847899,0.508004,0.4397,0.8336,0.9005,0.600428,0.026481,0.1423778204109197,0.8187197191375472,0.9334875866568704,0.8685768049479974,12.0,92.0,80.0,-0.006153597436757848,0.33926715171961785,0.08701533413905825
119,1783771230,0.355462,0.340393,0.688721,0.492669,0.847901,0.507473,0.4398,0.8335,0.9001,0.599654,0.015889,0.1423778204109197,0.8166123166375043,0.9319062263926171,0.8631498825161522,12.0,90.0,78.0,0.006818245259513662,0.3401948862037324,0.08701533413905825
120,1783771238,0.350204,0.337501,0.689549,0.49277,0.847903,0.507846,0.4399,0.8334,0.8996,0.600045,0.009533,0.1423778204109197,0.8181183774095577,0.9330349680850565,0.8730769334797411,15.0,93.0,78.0,-0.004841356991243886,0.3398411203426126,0.08701533413905825
121,1783771245,0.353258,0.339181,0.689071,0.492712,0.847904,0.507625,0.4399,0.8332,0.9001,0.599923,0.00572,0.1423778204109197,0.8172493195171444,0.9323823752442519,0.8707989302256157,15.0,94.0,79.0,0.0028181693921749784,0.3400111442398288,0.08701533413905825
122,1783771253,0.352175,0.338585,0.689243,0.492734,0.847906,0.5077,0.4399,0.8331,0.9008,0.600121,0.003432,0.1423778204109197,0.8175626060217664,0.9326165451292323,0.8389305048608813,13.0,92.0,79.0,-0.0009966473191146239,0.3398111209678801,0.08701533413905825
123,1783771261,0.350969,0.337922,0.689435,0.492757,0.847908,0.507783,0.4399,0.8329,0.9071,0.60005,0.002059,0.1423778204109197,0.8179108269274653,0.9328769202063396,0.8453460212643396,12.0,93.0,81.0,-0.0011090384907316477,0.3398934846775161,0.08701533413905825
124,1783771269,0.352974,0.339025,0.689122,0.492721,0.847909,0.507637,0.4399,0.8328,0.9071,0.600148,0.001235,0.1423778204109197,0.8173414913475122,0.9324491322742429,0.8563972970738167,9.0,99.0,90.0,0.0018506875397533923,0.3397857992742612,0.08701533413905825
125,1783771277,0.354139,0.339665,0.688941,0.492699,0.847911,0.507551,0.4399,0.8327,0.9063,0.600418,0.000741,0.1423778204109197,0.8170123262266579,0.9322014765056194,0.8561997507469531,11.0,95.0,84.0,0.0010760698712209528,0.3394604194919828,0.08701533413905825
126,1783771285,0.351245,0.338074,0.689397,0.492755,0.847913,0.507755,0.4398,0.8325,0.9033,0.60054,0.000445,0.1423778204109197,0.8178428335633758,0.9328235793638321,0.8684257190020697,16.0,91.0,75.0,-0.0026646622268679046,0.339277693644388,0.08701533413905825
127,1783771293,0.351906,0.338437,0.689295,0.492742,0.847914,0.507705,0.4397,0.8323,0.9013,0.600686,0.000267,0.1423778204109197,0.8176574670765614,0.9326837811029471,0.8657362768844677,13.0,91.0,78.0,0.0006114351466778849,0.3390629055510715,0.08701533413905825
128,1783771301,0.351511,0.33822,0.689359,0.49275,0.847916,0.507731,0.4397,0.8322,0.9001,0.60051,0.00016,0.1423778204109197,0.8177740264833283,0.932770431476078,0.848535262516237,14.0,92.0,78.0,-0.0003624496158335726,0.33922243388575013,0.08701533413905825
129,1783771309,0.351304,0.338106,0.689393,0.492755,0.847917,0.507743,0.4397,0.832,0.8932,0.600556,9.6e-05,0.1423778204109197,0.8178367511101434,0.9328167099437301,0.8550393473912807,8.0,98.0,90.0,-0.00018888872995489353,0.3391566237200251,0.08701533413905825
130,1783771317,0.351202,0.33805,0.689411,0.492757,0.847919,0.507748,0.4397,0.8319,0.8892,0.600698,0.360058,0.1423778204109197,0.8178693296150803,0.9328403829654854,0.8474365024390101,12.0,91.0,79.0,-9.17397251057638e-05,0.33897519660401754,0.08701533413905825
131,1783771325,0.351905,0.338437,0.689303,0.492745,0.847921,0.507695,0.4397,0.8317,0.8876,0.600589,0.216035,0.1423778204109197,0.817671981321165,0.9326916150000085,0.8665148835498508,13.0,88.0,75.0,0.0006497911256859006,0.33907621762281215,0.08701533413905825
132,1783771333,0.350817,0.337838,0.689476,0.492766,0.847922,0.50777,0.4396,0.8316,0.8862,0.600862,0.129621,0.1423778204109197,0.8179863763830745,0.9329266586300639,0.8617987430024128,11.0,92.0,81.0,-0.0010005873164763395,0.3387484923359685,0.08701533413905825
133,1783771341,0.353142,0.339117,0.689112,0.492723,0.847924,0.507601,0.4396,0.8314,0.8851,0.600524,0.077773,0.1423778204109197,0.8173256902871576,0.9324303954375268,0.8611532019440631,12.0,86.0,74.0,0.0021448702007159167,0.339109024635178,0.08701533413905825
134,1783771349,0.355029,0.340155,0.688817,0.492688,0.847925,0.507464,0.4397,0.8313,0.887,0.600493,0.046664,0.1423778204109197,0.8167899623514513,0.9320278548783926,0.8704990692900308,14.0,93.0,79.0,0.0017425279974650082,0.3391613772446245,0.08701533413905825
135,1783771357,0.352091,0.338539,0.689281,0.492745,0.847927,0.507671,0.4397,0.8312,0.8884,0.600523,0.027998,0.1423778204109197,0.8176329223368223,0.9326593342411255,0.8672624245495474,11.0,92.0,81.0,-0.0027061148305544823,0.3391409240712371,0.08701533413905825
136,1783771365,0.354198,0.339698,0.688952,0.492705,0.847928,0.507518,0.4397,0.831,0.8928,0.600617,0.016799,0.1423778204109197,0.8170342586692052,0.9322095998133343,0.8610130901550231,13.0,94.0,81.0,0.0019451141161087137,0.339036686849866,0.08701533413905825
137,1783771373,0.351817,0.338388,0.689328,0.492751,0.84793,0.507686,0.4396,0.8309,0.896,0.600607,0.010079,0.1423778204109197,0.8177180368840722,0.9327217007151196,0.8686398359090415,12.0,89.0,77.0,-0.0021926232311138974,0.3390413207949061,0.08701533413905825
138,1783771382,0.353085,0.339086,0.68913,0.492728,0.847931,0.507593,0.4396,0.8307,0.8991,0.600727,0.006047,0.1423778204109197,0.8173589682375587,0.932451670357414,0.8484456111084018,13.0,92.0,79.0,0.0011713137403597494,0.3388959645564342,0.08701533413905825
139,1783771390,0.350618,0.337729,0.68952,0.492774,0.847933,0.507766,0.4397,0.8306,0.9081,0.600355,0.003628,0.1423778204109197,0.8180672724287125,0.9329821734836642,0.8590478693651153,14.0,85.0,71.0,-0.002271105197455628,0.339317175189504,0.08701533413905825
140,1783771398,0.35134,0.338126,0.689408,0.492762,0.847934,0.507712,0.4398,0.8304,0.9146,0.59994,0.002177,0.1423778204109197,0.817864217599513,0.9328291611698403,0.8737860423110406,13.0,85.0,72.0,0.0006674714988161048,0.3398413226326527,0.08701533413905825
141,1783771406,0.352082,0.338534,0.689294,0.492748,0.847936,0.507657,0.4399,0.8303,0.9183,0.599946,0.001306,0.1423778204109197,0.8176557845571105,0.9326721189911116,0.8618148051665709,14.0,93.0,79.0,0.0006848912228631632,0.3399106458428569,0.08701533413905825
142,1783771415,0.351207,0.338053,0.689432,0.492766,0.847937,0.507717,0.4399,0.8302,0.9223,0.600078,0.000784,0.1423778204109197,0.8179089443294026,0.9328612751885261,0.8648285632358321,12.0,86.0,74.0,-0.0008039081614105761,0.33980761208999977,0.08701533413905825
143,1783771423,0.352743,0.338898,0.689192,0.492737,0.847939,0.507605,0.4399,0.83,0.9192,0.599975,0.00047,0.1423778204109197,0.8174733638872768,0.9325338799606858,0.8440787705349246,9.0,98.0,89.0,0.0014177163937237553,0.3399494284629998,0.08701533413905825
144,1783771431,0.351744,0.338348,0.689351,0.492757,0.84794,0.507674,0.4399,0.8299,0.9158,0.599997,0.000282,0.1423778204109197,0.8177621824779617,0.9327497877137578,0.8517541932555984,15.0,93.0,78.0,-0.0009191712975328887,0.33995063992409985,0.08701533413905825
145,1783771439,0.353073,0.339079,0.689144,0.492732,0.847942,0.507576,0.44,0.8298,0.9105,0.599861,0.000169,0.1423778204109197,0.8173858108472694,0.9324668064781512,0.8416109282611831,17.0,93.0,76.0,0.0012266791144680113,0.3401273679468699,0.08701533413905825
146,1783771448,0.352693,0.33887,0.689206,0.49274,0.847943,0.507601,0.44,0.8296,0.9064,0.599946,0.000101,0.1423778204109197,0.8174974343507208,0.9325498252418577,0.8558781525745417,15.0,92.0,77.0,-0.000347879144382316,0.3400555775628089,0.08701533413905825
147,1783771456,0.350992,0.337934,0.689475,0.492773,0.847945,0.50772,0.44,0.8295,0.9035,0.599992,6.1e-05,0.1423778204109197,0.8179868175646806,0.9329161674087988,0.8465757059703671,12.0,94.0,82.0,-0.0015659231619435379,0.34001054429396627,0.08701533413905825
148,1783771464,0.354183,0.33969,0.688975,0.492713,0.847946,0.50749,0.44,0.8294,0.9009,0.600018,3.7e-05,0.1423778204109197,0.8170782106752632,0.9322340205905,0.8601977320639695,12.0,89.0,77.0,0.002944675390509672,0.3399805410057763,0.08701533413905825
149,1783771473,0.351915,0.338442,0.689333,0.492757,0.847947,0.507649,0.4399,0.8292,0.899,0.600343,2.2e-05,0.1423778204109197,0.8177293509227873,0.9327216876894313,0.848198668985226,13.0,87.0,74.0,-0.002088198956848581,0.3395942387040435,0.08701533413905825
150,1783771481,0.351508,0.338218,0.689399,0.492765,0.847949,0.507676,0.4399,0.8291,0.8977,0.600353,1.3e-05,0.1423778204109197,0.8178489747129147,0.932810720982354,0.8678880896123129,13.0,90.0,77.0,-0.00037381642677761207,0.33953952709283036,0.08701533413905825
151,1783771490,0.351977,0.338476,0.689327,0.492756,0.84795,0.50764,0.4399,0.8289,0.8944,0.600253,8e-06,0.1423778204109197,0.8177181601166614,0.9327119289953271,0.8461400250478663,17.0,94.0,77.0,0.00043387421690706365,0.33962622896498124,0.08701533413905825
152,1783771498,0.351497,0.338212,0.689404,0.492767,0.847952,0.507672,0.4398,0.8288,0.8926,0.600463,5e-06,0.1423778204109197,0.8178582962037463,0.9328163535037157,0.8517206394515384,13.0,94.0,81.0,-0.0004400925088099473,0.33936912027548694,0.08701533413905825
153,1783771507,0.351668,0.338306,0.689379,0.492764,0.847953,0.507657,0.4398,0.8286,0.8977,0.600498,3e-06,0.1423778204109197,0.8178125995426143,0.9327814069072033,0.8604387247503388,15.0,94.0,79.0,0.00015918713949439708,0.33929484419284084,0.08701533413905825
154,1783771515,0.352645,0.338844,0.689227,0.492746,0.847954,0.507585,0.4399,0.8285,0.8986,0.599588,2e-06,0.1423778204109197,0.8175366980337774,0.9325738101047957,0.8568758153284742,11.0,97.0,86.0,0.0009018459962683303,0.3403411509349885,0.08701533413905825
155,1783771524,0.349498,0.337113,0.689723,0.492806,0.847956,0.507808,0.44,0.8284,0.8993,0.599952,1e-06,0.1423778204109197,0.8184388699098409,0.9332497717448351,0.852884401439422,17.0,90.0,73.0,-0.0028963128855029985,0.3400070456544919,0.08701533413905825
156,1783771532,0.35286,0.338962,0.689197,0.492743,0.847957,0.507565,0.44,0.8282,0.8946,0.599846,1e-06,0.1423778204109197,0.8174813085132844,0.9325309368083357,0.8681758453036805,9.0,92.0,83.0,0.003101053844087675,0.3401530519581444,0.08701533413905825
157,1783771541,0.351366,0.33814,0.689433,0.492772,0.847959,0.50767,0.44,0.8281,0.8905,0.599865,1e-06,0.1423778204109197,0.8179115038520441,0.9328529227756636,0.8592447607810113,11.0,92.0,81.0,-0.0013758174031014757,0.34015863637070104,0.08701533413905825
158,1783771550,0.350986,0.337931,0.689495,0.49278,0.84796,0.507695,0.4401,0.828,0.8881,0.599744,1e-06,0.1423778204109197,0.8180231307661882,0.9329359857515424,0.8524869631323078,14.0,89.0,75.0,-0.00034845386095712697,0.34031862545949065,0.08701533413905825
159,1783771558,0.3504,0.337609,0.689587,0.492792,0.847961,0.507734,0.44,0.8278,0.8864,0.600145,1e-06,0.1423778204109197,0.8181934925390476,0.9330631031733968,0.8540640000777767,15.0,93.0,78.0,-0.0005378236290676828,0.3398727378216434,0.08701533413905825
160,1783771567,0.354662,0.339953,0.688919,0.492712,0.847963,0.507428,0.44,0.8277,0.8851,0.599992,1e-06,0.1423778204109197,0.8169786376750048,0.9321513113946915,0.852447516248786,13.0,89.0,76.0,0.003932919349684626,0.3400218564751504,0.08701533413905825
161,1783771575,0.353186,0.339141,0.689153,0.49274,0.847964,0.507531,0.44,0.8275,0.8842,0.600186,1e-06,0.1423778204109197,0.8174035930106182,0.9324693805182724,0.8722389835139527,17.0,93.0,76.0,-0.00135984130593045,0.33979021953260524,0.08701533413905825
162,1783771584,0.352196,0.338597,0.68931,0.492759,0.847965,0.507599,0.4399,0.8274,0.883,0.600222,1e-06,0.1423778204109197,0.8176894058257558,0.932683095979711,0.856762668925415,12.0,90.0,78.0,-0.0009106823281139681,0.3397213936728236,0.08701533413905825
163,1783771593,0.355135,0.340213,0.68885,0.492704,0.847967,0.507387,0.44,0.8272,0.8819,0.599964,1e-06,0.1423778204109197,0.8168527347324865,0.9320549517139729,0.862227158720351,12.0,96.0,84.0,0.002712341841465369,0.3400028555709765,0.08701533413905825
164,1783771602,0.352278,0.338642,0.689301,0.492759,0.847968,0.507589,0.4401,0.8271,0.882,0.599427,1e-06,0.1423778204109197,0.8176719126751077,0.9326686974054328,0.8720821852245484,12.0,94.0,82.0,-0.002631361283673058,0.3406529388996835,0.08701533413905825
165,1783771610,0.352534,0.338783,0.689262,0.492755,0.847969,0.507569,0.4401,0.8269,0.8839,0.599684,1e-06,0.1423778204109197,0.8176017101523662,0.9326154109045399,0.8641551252307487,11.0,96.0,85.0,0.00023759139164395657,0.34042883722977846,0.08701533413905825
166,1783771619,0.353565,0.33935,0.689102,0.492736,0.847971,0.507493,0.4401,0.8268,0.8897,0.599925,1e-06,0.1423778204109197,0.8173100393285974,0.9323960263111668,0.8430398968461361,14.0,94.0,80.0,0.0009522806310532106,0.3401674860608448,0.08701533413905825
167,1783771628,0.354331,0.339771,0.688983,0.492722,0.847972,0.507436,0.4401,0.8267,0.8948,0.599941,1e-06,0.1423778204109197,0.8170941842003926,0.9322335065996094,0.8618471998070758,12.0,91.0,79.0,0.0007077204741915952,0.34013436024259136,0.08701533413905825
168,1783771637,0.352759,0.338907,0.689231,0.492752,0.847973,0.507546,0.44,0.8265,0.8979,0.600037,1e-06,0.1423778204109197,0.8175460758744008,0.9325718000769334,0.8734703469281074,12.0,89.0,77.0,-0.001446972282017724,0.3400090921698138,0.08701533413905825
169,1783771646,0.351219,0.338059,0.689475,0.492781,0.847975,0.507654,0.44,0.8264,0.8989,0.600094,1e-06,0.1423778204109197,0.8179890435117786,0.9329034035913103,0.8596475270910755,16.0,91.0,75.0,-0.001417625104873005,0.3399213445188697,0.08701533413905825
170,1783771654,0.350398,0.337608,0.689606,0.492798,0.847976,0.50771,0.44,0.8262,0.899,0.600052,1e-06,0.1423778204109197,0.8182264267170941,0.9330808218236925,0.8384970070901712,15.0,91.0,76.0,-0.0007545196175004535,0.3399493811632087,0.08701533413905825
171,1783771663,0.353406,0.339262,0.689134,0.492741,0.847977,0.507493,0.44,0.8261,0.9027,0.600134,1e-06,0.1423778204109197,0.8173699963161194,0.9324378828711538,0.8566631012090354,12.0,91.0,79.0,0.002774366464337706,0.33984284681424615,0.08701533413905825
172,1783771672,0.35245,0.338737,0.689286,0.492761,0.847978,0.507559,0.44,0.8259,0.9053,0.600136,1e-06,0.1423778204109197,0.8176458538558405,0.9326441628718956,0.8522260690927853,14.0,88.0,74.0,-0.0008791764016421709,0.33982331276997224,0.08701533413905825
173,1783771681,0.349691,0.337219,0.689721,0.492813,0.84798,0.507754,0.44,0.8258,0.9072,0.600064,1e-06,0.1423778204109197,0.8184369732155817,0.9332368922135865,0.8671921294577665,12.0,95.0,83.0,-0.0025395022931272446,0.3398959989389805,0.08701533413905825
174,1783771690,0.353506,0.339317,0.689123,0.492741,0.847981,0.50748,0.4399,0.8256,0.9089,0.600349,1e-06,0.1423778204109197,0.8173499864403472,0.9324210449083672,0.8688032608141529,14.0,85.0,71.0,0.003518281969924978,0.3395601792572863,0.08701533413905825
